amfi_code,date,date_key,nav,daily_return
100016,2022-04-19,20220419,518.493,-0.0004455162195085016
100016,2022-04-20,20220420,518.9178,0.000819297463996671
100016,2022-04-21,20220421,519.9214,0.0019340250035746465
100016,2022-04-22,20220422,526.4763,0.012607482592561281
100016,2022-04-23,20220423,526.4763,0.0
100016,2022-04-24,20220424,526.4763,0.0
100016,2022-04-25,20220425,525.6507,-0.001568161757708797
100016,2022-04-26,20220426,525.3674,-0.0005389510562814337
100016,2022-04-27,20220427,520.5493,-0.009170915439366767
100016,2022-04-28,20220428,524.6005,0.007782548165947034
100016,2022-04-29,20220429,525.7251,0.002143726511888655
100016,2022-04-30,20220430,525.7251,0.0
100016,2022-05-01,20220501,525.7251,0.0
100016,2022-05-02,20220502,524.0515,-0.0031834127759925446
100016,2022-05-03,20220503,515.5881,-0.016149939462056673
100016,2022-05-04,20220504,522.4674,0.013342627574220556
100016,2022-05-05,20220505,517.1078,-0.01025824769162631
100016,2022-05-06,20220506,514.6837,-0.004687803974335658
100016,2022-05-07,20220507,514.6837,0.0
100016,2022-05-08,20220508,514.6837,0.0
100016,2022-05-09,20220509,516.5793,0.0036830387284461086
100016,2022-05-10,20220510,511.4204,-0.009986656453326748
100016,2022-05-11,20220511,504.9889,-0.012575759590348734
100016,2022-05-12,20220512,495.8735,-0.018050693787526884
100016,2022-05-13,20220513,499.2941,0.006898130269111125
100016,2022-05-14,20220514,499.2941,0.0
100016,2022-05-15,20220515,499.2941,0.0
100016,2022-05-16,20220516,497.1556,-0.004283046805479973
100016,2022-05-17,20220517,510.4206,0.02668178735188742
100016,2022-05-18,20220518,506.2251,-0.008219691760089631
100016,2022-05-19,20220519,502.3871,-0.007581607470668716
100016,2022-05-20,20220520,500.1462,-0.004460504658658548
100016,2022-05-21,20220521,500.1462,0.0
100016,2022-05-22,20220522,500.1462,0.0
100016,2022-05-23,20220523,501.4785,0.0026638210987106614
100016,2022-05-24,20220524,499.6609,-0.0036244824055268188
100016,2022-05-25,20220525,502.6257,0.005933624183921404
100016,2022-05-26,20220526,498.5637,-0.008081560493225948
100016,2022-05-27,20220527,492.78,-0.011600724240453109
100016,2022-05-28,20220528,492.78,0.0
100016,2022-05-29,20220529,492.78,0.0
100016,2022-05-30,20220530,485.277,-0.01522586143918181
100016,2022-05-31,20220531,476.0989,-0.018913115602016917
100016,2022-06-01,20220601,474.1732,-0.004044747845458163
100016,2022-06-02,20220602,473.1602,-0.002136350177530111
100016,2022-06-03,20220603,470.7754,-0.005040153419497262
100016,2022-06-04,20220604,470.7754,0.0
100016,2022-06-05,20220605,470.7754,0.0
100016,2022-06-06,20220606,476.2119,0.011547969583797224
100016,2022-06-07,20220607,481.6458,0.011410676633658134
100016,2022-06-08,20220608,480.4735,-0.002433946273381782
100016,2022-06-09,20220609,473.1759,-0.015188350658256855
100016,2022-06-10,20220610,471.0598,-0.004472121255541528
100016,2022-06-11,20220611,471.0598,0.0
100016,2022-06-12,20220612,471.0598,0.0
100016,2022-06-13,20220613,468.8163,-0.004762664952517648
100016,2022-06-14,20220614,466.3477,-0.005265601899933969
100016,2022-06-15,20220615,463.7261,-0.005621556619663792
100016,2022-06-16,20220616,461.2993,-0.0052332616171484325
100016,2022-06-17,20220617,459.9666,-0.0028890137054186082
100016,2022-06-18,20220618,459.9666,0.0
100016,2022-06-19,20220619,459.9666,0.0
100016,2022-06-20,20220620,457.6317,-0.005076238144247847
100016,2022-06-21,20220621,458.7099,0.002356043080057546
100016,2022-06-22,20220622,460.4075,0.003700813956707849
100016,2022-06-23,20220623,456.9604,-0.0074870630908489
100016,2022-06-24,20220624,462.3501,0.011794676300178386
100016,2022-06-25,20220625,462.3501,0.0
100016,2022-06-26,20220626,462.3501,0.0
100016,2022-06-27,20220627,458.6076,-0.008094515389960977
100016,2022-06-28,20220628,452.344,-0.013657863498119038
100016,2022-06-29,20220629,454.0998,0.0038815591673593275
100016,2022-06-30,20220630,451.0707,-0.006670560083928745
100016,2022-07-01,20220701,452.584,0.0033549064481466218
100016,2022-07-02,20220702,452.584,0.0
100016,2022-07-03,20220703,452.584,0.0
100016,2022-07-04,20220704,443.3196,-0.020470012196630916
100016,2022-07-05,20220705,449.0289,0.01287851924435568
100016,2022-07-06,20220706,451.9322,0.006465730824897875
100016,2022-07-07,20220707,446.2213,-0.012636630007775596
100016,2022-07-08,20220708,440.6669,-0.012447635287692438
100016,2022-07-09,20220709,440.6669,0.0
100016,2022-07-10,20220710,440.6669,0.0
100016,2022-07-11,20220711,447.4448,0.01538100547147958
100016,2022-07-12,20220712,444.7739,-0.0059692279360492595
100016,2022-07-13,20220713,441.7416,-0.006817621267794727
100016,2022-07-14,20220714,433.2246,-0.019280502447584724
100016,2022-07-15,20220715,432.1093,-0.00257441521095525
100016,2022-07-16,20220716,432.1093,0.0
100016,2022-07-17,20220717,432.1093,0.0
100016,2022-07-18,20220718,431.4649,-0.0014912893566512153
100016,2022-07-19,20220719,434.4201,0.006849224583506119
100016,2022-07-20,20220720,429.3142,-0.011753369606977149
100016,2022-07-21,20220721,423.8151,-0.012809033570285067
100016,2022-07-22,20220722,425.7236,0.004503142997972498
100016,2022-07-23,20220723,425.7236,0.0
100016,2022-07-24,20220724,425.7236,0.0
100016,2022-07-25,20220725,429.7419,0.009438753219224827
100016,2022-07-26,20220726,424.047,-0.013251907714839861
100016,2022-07-27,20220727,428.3319,0.010104776121514725
100016,2022-07-28,20220728,428.6948,0.0008472401892083425
100016,2022-07-29,20220729,433.0659,0.010196298158970052
100016,2022-07-30,20220730,433.0659,0.0
100016,2022-07-31,20220731,433.0659,0.0
100016,2022-08-01,20220801,433.0211,-0.00010344845899901145
100016,2022-08-02,20220802,423.7137,-0.021494102712315777
100016,2022-08-03,20220803,423.3646,-0.0008239053870573443
100016,2022-08-04,20220804,427.5619,0.009914149647844761
100016,2022-08-05,20220805,424.424,-0.0073390542983367
100016,2022-08-06,20220806,424.424,0.0
100016,2022-08-07,20220807,424.424,0.0
100016,2022-08-08,20220808,423.1925,-0.0029015795525229038
100016,2022-08-09,20220809,422.7537,-0.001036880379496341
100016,2022-08-10,20220810,412.293,-0.024744195024194893
100016,2022-08-11,20220811,418.6311,0.015372805262277023
100016,2022-08-12,20220812,415.5307,-0.0074060431726166165
100016,2022-08-13,20220813,415.5307,0.0
100016,2022-08-14,20220814,415.5307,0.0
100016,2022-08-15,20220815,417.6036,0.004988560412022336
100016,2022-08-16,20220816,417.4997,-0.00024880053716003214
100016,2022-08-17,20220817,422.3739,0.011674738927956119
100016,2022-08-18,20220818,424.1079,0.004105367306076468
100016,2022-08-19,20220819,423.4485,-0.0015547930137588262
100016,2022-08-20,20220820,423.4485,0.0
100016,2022-08-21,20220821,423.4485,0.0
100016,2022-08-22,20220822,420.3416,-0.007337137810146888
100016,2022-08-23,20220823,423.5281,0.007580739094108058
100016,2022-08-24,20220824,416.803,-0.015878757513373976
100016,2022-08-25,20220825,419.4003,0.006231481059397304
100016,2022-08-26,20220826,415.5691,-0.009134948162888845
100016,2022-08-27,20220827,415.5691,0.0
100016,2022-08-28,20220828,415.5691,0.0
100016,2022-08-29,20220829,420.401,0.011627187873208156
100016,2022-08-30,20220830,421.2166,0.0019400524737096525
100016,2022-08-31,20220831,423.8348,0.006215804410367287
100016,2022-09-01,20220901,424.3603,0.001239869873828292
100016,2022-09-02,20220902,418.068,-0.014827730115187565
100016,2022-09-03,20220903,418.068,0.0
100016,2022-09-04,20220904,418.068,0.0
100016,2022-09-05,20220905,415.1206,-0.007050049274280656
100016,2022-09-06,20220906,417.805,0.006466554538608671
100016,2022-09-07,20220907,418.6355,0.001987769413960949
100016,2022-09-08,20220908,423.2368,0.01099118445521241
100016,2022-09-09,20220909,424.9639,0.004080694306355159
100016,2022-09-10,20220910,424.9639,0.0
100016,2022-09-11,20220911,424.9639,0.0
100016,2022-09-12,20220912,421.5737,-0.007977618804797415
100016,2022-09-13,20220913,418.8403,-0.006483801053054239
100016,2022-09-14,20220914,419.437,0.0014246480102320103
100016,2022-09-15,20220915,411.1759,-0.019695687314185473
100016,2022-09-16,20220916,417.5046,0.015391709484918747
100016,2022-09-17,20220917,417.5046,0.0
100016,2022-09-18,20220918,417.5046,0.0
100016,2022-09-19,20220919,419.3505,0.004421268651890298
100016,2022-09-20,20220920,424.1319,0.011401917965997432
100016,2022-09-21,20220921,418.4765,-0.013334059522521091
100016,2022-09-22,20220922,423.3133,0.011558116166618726
100016,2022-09-23,20220923,431.9494,0.02040120166316539
100016,2022-09-24,20220924,431.9494,0.0
100016,2022-09-25,20220925,431.9494,0.0
100016,2022-09-26,20220926,427.1671,-0.011071435682049824
100016,2022-09-27,20220927,430.305,0.007345837261343302
100016,2022-09-28,20220928,430.5313,0.0005259060433877583
100016,2022-09-29,20220929,424.9261,-0.013019262478709326
100016,2022-09-30,20220930,426.9974,0.004874494647422178
100016,2022-10-01,20221001,426.9974,0.0
100016,2022-10-02,20221002,426.9974,0.0
100016,2022-10-03,20221003,430.3701,0.007898642942556489
100016,2022-10-04,20221004,428.3154,-0.00477426289605154
100016,2022-10-05,20221005,432.9656,0.010856952610155846
100016,2022-10-06,20221006,426.8679,-0.014083566916170631
100016,2022-10-07,20221007,421.495,-0.012586797929757698
100016,2022-10-08,20221008,421.495,0.0
100016,2022-10-09,20221009,421.495,0.0
100016,2022-10-10,20221010,422.2208,0.0017219658596188125
100016,2022-10-11,20221011,422.5333,0.0007401340720305516
100016,2022-10-12,20221012,420.0881,-0.005786999509861168
100016,2022-10-13,20221013,423.3166,0.007685292680273514
100016,2022-10-14,20221014,425.5227,0.0052114658390434165
100016,2022-10-15,20221015,425.5227,0.0
100016,2022-10-16,20221016,425.5227,0.0
100016,2022-10-17,20221017,428.9765,0.008116605765097873
100016,2022-10-18,20221018,428.7321,-0.0005697281785831398
100016,2022-10-19,20221019,431.2389,0.005847007956716999
100016,2022-10-20,20221020,429.769,-0.0034085515012676204
100016,2022-10-21,20221021,437.8501,0.018803357152330724
100016,2022-10-22,20221022,437.8501,0.0
100016,2022-10-23,20221023,437.8501,0.0
100016,2022-10-24,20221024,434.9481,-0.006627839070951436
100016,2022-10-25,20221025,443.3278,0.01926597679125397
100016,2022-10-26,20221026,443.6931,0.0008239952468580558
100016,2022-10-27,20221027,438.5694,-0.01154784692392119
100016,2022-10-28,20221028,444.122,0.012660710026737076
100016,2022-10-29,20221029,444.122,0.0
100016,2022-10-30,20221030,444.122,0.0
100016,2022-10-31,20221031,444.8448,0.0016274807372749223
100016,2022-11-01,20221101,448.4277,0.00805426971384171
100016,2022-11-02,20221102,453.5279,0.011373516845636367
100016,2022-11-03,20221103,455.1164,0.0035025408580156014
100016,2022-11-04,20221104,452.9791,-0.004696161245782315
100016,2022-11-05,20221105,452.9791,0.0
100016,2022-11-06,20221106,452.9791,0.0
100016,2022-11-07,20221107,457.1295,0.009162453631966772
100016,2022-11-08,20221108,457.3685,0.0005228277763740241
100016,2022-11-09,20221109,460.3808,0.00658615536487539
100016,2022-11-10,20221110,451.9519,-0.018308539365672893
100016,2022-11-11,20221111,453.9711,0.004467732075028152
100016,2022-11-12,20221112,453.9711,0.0
100016,2022-11-13,20221113,453.9711,0.0
100016,2022-11-14,20221114,451.6546,-0.005102747729976542
100016,2022-11-15,20221115,458.5248,0.015211181287647646
100016,2022-11-16,20221116,461.2893,0.006029117727111011
100016,2022-11-17,20221117,462.5046,0.0026345722738418953
100016,2022-11-18,20221118,464.7322,0.004816384528932183
100016,2022-11-19,20221119,464.7322,0.0
100016,2022-11-20,20221120,464.7322,0.0
100016,2022-11-21,20221121,460.8957,-0.008255291972452117
100016,2022-11-22,20221122,467.7825,0.014942209267736928
100016,2022-11-23,20221123,476.316,0.01824245242179856
100016,2022-11-24,20221124,478.216,0.003988948513172108
100016,2022-11-25,20221125,485.221,0.014648192448600605
100016,2022-11-26,20221126,485.221,0.0
100016,2022-11-27,20221127,485.221,0.0
100016,2022-11-28,20221128,483.0407,-0.004493416402010619
100016,2022-11-29,20221129,479.9044,-0.0064928276230139526
100016,2022-11-30,20221130,480.3253,0.0008770496790611038
100016,2022-12-01,20221201,482.4201,0.004361211037603008
100016,2022-12-02,20221202,480.9949,-0.002954271598550773
100016,2022-12-03,20221203,480.9949,0.0
100016,2022-12-04,20221204,480.9949,0.0
100016,2022-12-05,20221205,483.5309,0.005272405175190009
100016,2022-12-06,20221206,485.0894,0.0032231652620340334
100016,2022-12-07,20221207,481.0854,-0.00825414861672924
100016,2022-12-08,20221208,483.5409,0.005104083391431091
100016,2022-12-09,20221209,487.4889,0.008164769515877524
100016,2022-12-10,20221210,487.4889,0.0
100016,2022-12-11,20221211,487.4889,0.0
100016,2022-12-12,20221212,488.4785,0.0020299949393718375
100016,2022-12-13,20221213,493.7241,0.01073865072874236
100016,2022-12-14,20221214,488.7036,-0.010168634668633825
100016,2022-12-15,20221215,490.9778,0.004653536417575044
100016,2022-12-16,20221216,486.1873,-0.009757060298856701
100016,2022-12-17,20221217,486.1873,0.0
100016,2022-12-18,20221218,486.1873,0.0
100016,2022-12-19,20221219,481.6822,-0.00926618198377449
100016,2022-12-20,20221220,479.2566,-0.005035685354368602
100016,2022-12-21,20221221,475.5366,-0.007762021430690713
100016,2022-12-22,20221222,473.4881,-0.0043077651646582504
100016,2022-12-23,20221223,472.8386,-0.0013717345800242642
100016,2022-12-24,20221224,472.8386,0.0
100016,2022-12-25,20221225,472.8386,0.0
100016,2022-12-26,20221226,476.5883,0.00793019013253149
100016,2022-12-27,20221227,475.4855,-0.002313946859375249
100016,2022-12-28,20221228,469.1246,-0.013377695008575441
100016,2022-12-29,20221229,474.1097,0.01062638795748505
100016,2022-12-30,20221230,470.8654,-0.006842931076921577
100016,2022-12-31,20221231,470.8654,0.0
100016,2023-01-01,20230101,470.8654,0.0
100016,2023-01-02,20230102,470.8644,-2.123749164861799e-06
100016,2023-01-03,20230103,472.9663,0.0044639178498098175
100016,2023-01-04,20230104,474.0441,0.002278809293600803
100016,2023-01-05,20230105,478.8877,0.0102176147746591
100016,2023-01-06,20230106,481.1631,0.004751427109111361
100016,2023-01-07,20230107,481.1631,0.0
100016,2023-01-08,20230108,481.1631,0.0
100016,2023-01-09,20230109,477.7684,-0.007055196044750689
100016,2023-01-10,20230110,487.2879,0.0199249259683143
100016,2023-01-11,20230111,488.3757,0.0022323558619041783
100016,2023-01-12,20230112,487.9931,-0.0007834132615525125
100016,2023-01-13,20230113,492.4132,0.009057710037293498
100016,2023-01-14,20230114,492.4132,0.0
100016,2023-01-15,20230115,492.4132,0.0
100016,2023-01-16,20230116,493.7523,0.0027194640598586783
100016,2023-01-17,20230117,495.7495,0.0040449431830495985
100016,2023-01-18,20230118,507.0277,0.0227497960159313
100016,2023-01-19,20230119,506.06,-0.0019085742258262428
100016,2023-01-20,20230120,504.9042,-0.00228391890289692
100016,2023-01-21,20230121,504.9042,0.0
100016,2023-01-22,20230122,504.9042,0.0
100016,2023-01-23,20230123,505.6844,0.001545243632356419
100016,2023-01-24,20230124,510.7491,0.010015535381356466
100016,2023-01-25,20230125,504.268,-0.012689400725326871
100016,2023-01-26,20230126,495.8578,-0.01667803628229425
100016,2023-01-27,20230127,493.5515,-0.004651131836587052
100016,2023-01-28,20230128,493.5515,0.0
100016,2023-01-29,20230129,493.5515,0.0
100016,2023-01-30,20230130,486.7415,-0.013797952189386509
100016,2023-01-31,20230131,485.1715,-0.003225531416573224
100016,2023-02-01,20230201,487.5779,0.004959895624536914
100016,2023-02-02,20230202,484.0122,-0.007313087816326336
100016,2023-02-03,20230203,478.2065,-0.011994945581950245
100016,2023-02-04,20230204,478.2065,0.0
100016,2023-02-05,20230205,478.2065,0.0
100016,2023-02-06,20230206,478.7459,0.0011279645927020354
100016,2023-02-07,20230207,482.6505,0.008155892301114243
100016,2023-02-08,20230208,475.7347,-0.014328794852590088
100016,2023-02-09,20230209,479.4358,0.007779756238088131
100016,2023-02-10,20230210,483.1532,0.007753697158201511
100016,2023-02-11,20230211,483.1532,0.0
100016,2023-02-12,20230212,483.1532,0.0
100016,2023-02-13,20230213,487.4872,0.008970239667252411
100016,2023-02-14,20230214,493.0082,0.011325425570148262
100016,2023-02-15,20230215,502.9354,0.020135973397602758
100016,2023-02-16,20230216,501.6171,-0.002621211392158984
100016,2023-02-17,20230217,502.3612,0.001483402380022536
100016,2023-02-18,20230218,502.3612,0.0
100016,2023-02-19,20230219,502.3612,0.0
100016,2023-02-20,20230220,500.7778,-0.0031519153947398015
100016,2023-02-21,20230221,501.045,0.0005335699785413706
100016,2023-02-22,20230222,508.1265,0.014133461066371256
100016,2023-02-23,20230223,502.3938,-0.011282033115769474
100016,2023-02-24,20230224,498.8505,-0.007052833852646989
100016,2023-02-25,20230225,498.8505,0.0
100016,2023-02-26,20230226,498.8505,0.0
100016,2023-02-27,20230227,505.2068,0.012741893613417155
100016,2023-02-28,20230228,510.0352,0.009557274367645086
100016,2023-03-01,20230301,508.6667,-0.00268314814350068
100016,2023-03-02,20230302,512.7785,0.008083485708814786
100016,2023-03-03,20230303,514.5893,0.0035313493057917977
100016,2023-03-04,20230304,514.5893,0.0
100016,2023-03-05,20230305,514.5893,0.0
100016,2023-03-06,20230306,521.7123,0.013842106705289181
100016,2023-03-07,20230307,522.3246,0.0011736353541980105
100016,2023-03-08,20230308,527.3425,0.009606861327228211
100016,2023-03-09,20230309,540.0526,0.024102172686631507
100016,2023-03-10,20230310,543.1889,0.005807397279450122
100016,2023-03-11,20230311,543.1889,0.0
100016,2023-03-12,20230312,543.1889,0.0
100016,2023-03-13,20230313,543.7057,0.0009514185580743462
100016,2023-03-14,20230314,547.4632,0.006910907867988314
100016,2023-03-15,20230315,545.984,-0.0027019167681041623
100016,2023-03-16,20230316,557.892,0.02181016293517768
100016,2023-03-17,20230317,559.067,0.002106142407491074
100016,2023-03-18,20230318,559.067,0.0
100016,2023-03-19,20230319,559.067,0.0
100016,2023-03-20,20230320,558.0108,-0.0018892190023735989
100016,2023-03-21,20230321,554.1991,-0.006830871373815661
100016,2023-03-22,20230322,559.8766,0.010244513208339745
100016,2023-03-23,20230323,564.466,0.008197163446373557
100016,2023-03-24,20230324,562.2856,-0.003862765870752072
100016,2023-03-25,20230325,562.2856,0.0
100016,2023-03-26,20230326,562.2856,0.0
100016,2023-03-27,20230327,565.443,0.005615295856767233
100016,2023-03-28,20230328,558.258,-0.012706851088438498
100016,2023-03-29,20230329,559.4579,0.0021493646306904868
100016,2023-03-30,20230330,561.9861,0.0045190174274059025
100016,2023-03-31,20230331,570.8065,0.015695050108890607
100016,2023-04-01,20230401,570.8065,0.0
100016,2023-04-02,20230402,570.8065,0.0
100016,2023-04-03,20230403,567.2319,-0.00626236736967789
100016,2023-04-04,20230404,561.1622,-0.01070056179844614
100016,2023-04-05,20230405,557.0355,-0.007353845287512262
100016,2023-04-06,20230406,550.7921,-0.011208262310032246
100016,2023-04-07,20230407,557.6109,0.012379988747115211
100016,2023-04-08,20230408,557.6109,0.0
100016,2023-04-09,20230409,557.6109,0.0
100016,2023-04-10,20230410,565.5706,0.014274649222244307
100016,2023-04-11,20230411,567.4627,0.0033454709279443495
100016,2023-04-12,20230412,573.9037,0.011350525770239983
100016,2023-04-13,20230413,574.8786,0.0016987170495676995
100016,2023-04-14,20230414,574.693,-0.0003228507723196383
100016,2023-04-15,20230415,574.693,0.0
100016,2023-04-16,20230416,574.693,0.0
100016,2023-04-17,20230417,573.3032,-0.002418334658678689
100016,2023-04-18,20230418,572.031,-0.002219070118569033
100016,2023-04-19,20230419,564.5669,-0.013048418704580511
100016,2023-04-20,20230420,566.1761,0.0028503265069206307
100016,2023-04-21,20230421,566.2668,0.00016019750745388528
100016,2023-04-22,20230422,566.2668,0.0
100016,2023-04-23,20230423,566.2668,0.0
100016,2023-04-24,20230424,570.2955,0.0071144909078193486
100016,2023-04-25,20230425,571.0606,0.0013415851957452318
100016,2023-04-26,20230426,570.536,-0.0009186415592321584
100016,2023-04-27,20230427,566.4614,-0.007141705343746807
100016,2023-04-28,20230428,567.1145,0.001152947049878339
100016,2023-04-29,20230429,567.1145,0.0
100016,2023-04-30,20230430,567.1145,0.0
100016,2023-05-01,20230501,571.1134,0.007051309744328327
100016,2023-05-02,20230502,565.6753,-0.009521926818736759
100016,2023-05-03,20230503,566.404,0.0012881948354470651
100016,2023-05-04,20230504,567.8622,0.002574487468308906
100016,2023-05-05,20230505,564.5686,-0.005799998661647265
100016,2023-05-06,20230506,564.5686,0.0
100016,2023-05-07,20230507,564.5686,0.0
100016,2023-05-08,20230508,561.939,-0.004657715643413329
100016,2023-05-09,20230509,563.3736,0.002552946138282053
100016,2023-05-10,20230510,558.0581,-0.009435124400575479
100016,2023-05-11,20230511,560.0718,0.003608405648085844
100016,2023-05-12,20230512,555.9534,-0.007353342910676908
100016,2023-05-13,20230513,555.9534,0.0
100016,2023-05-14,20230514,555.9534,0.0
100016,2023-05-15,20230515,561.4787,0.0099384228965953
100016,2023-05-16,20230516,573.4711,0.021358601849010395
100016,2023-05-17,20230517,569.4279,-0.007050398877990416
100016,2023-05-18,20230518,572.4122,0.005240874217789404
100016,2023-05-19,20230519,569.0487,-0.005876010329619041
100016,2023-05-20,20230520,569.0487,0.0
100016,2023-05-21,20230521,569.0487,0.0
100016,2023-05-22,20230522,574.5931,0.009743278562977187
100016,2023-05-23,20230523,568.5103,-0.01058627400851142
100016,2023-05-24,20230524,571.2196,0.004765612865765156
100016,2023-05-25,20230525,567.1312,-0.007157317430984467
100016,2023-05-26,20230526,566.3889,-0.0013088682125053097
100016,2023-05-27,20230527,566.3889,0.0
100016,2023-05-28,20230528,566.3889,0.0
100016,2023-05-29,20230529,561.5519,-0.008540068493573916
100016,2023-05-30,20230530,565.9312,0.007798566793202788
100016,2023-05-31,20230531,562.059,-0.006842174455128136
100016,2023-06-01,20230601,565.0931,0.005398187734739768
100016,2023-06-02,20230602,563.6716,-0.002515514700144217
100016,2023-06-03,20230603,563.6716,0.0
100016,2023-06-04,20230604,563.6716,0.0
