amfi_code,date,date_key,nav
100016,2022-06-18,20220618,459.9666
100016,2022-06-19,20220619,459.9666
100016,2022-06-20,20220620,457.6317
100016,2022-06-21,20220621,458.7099
100016,2022-06-22,20220622,460.4075
100016,2022-06-23,20220623,456.9604
100016,2022-06-24,20220624,462.3501
100016,2022-06-25,20220625,462.3501
100016,2022-06-26,20220626,462.3501
100016,2022-06-27,20220627,458.6076
100016,2022-06-28,20220628,452.344
100016,2022-06-29,20220629,454.0998
100016,2022-06-30,20220630,451.0707
100016,2022-07-01,20220701,452.584
100016,2022-07-02,20220702,452.584
100016,2022-07-03,20220703,452.584
100016,2022-07-04,20220704,443.3196
100016,2022-07-05,20220705,449.0289
100016,2022-07-06,20220706,451.9322
100016,2022-07-07,20220707,446.2213
100016,2022-07-08,20220708,440.6669
100016,2022-07-09,20220709,440.6669
100016,2022-07-10,20220710,440.6669
100016,2022-07-11,20220711,447.4448
100016,2022-07-12,20220712,444.7739
100016,2022-07-13,20220713,441.7416
100016,2022-07-14,20220714,433.2246
100016,2022-07-15,20220715,432.1093
100016,2022-07-16,20220716,432.1093
100016,2022-07-17,20220717,432.1093
100016,2022-07-18,20220718,431.4649
100016,2022-07-19,20220719,434.4201
100016,2022-07-20,20220720,429.3142
100016,2022-07-21,20220721,423.8151
100016,2022-07-22,20220722,425.7236
100016,2022-07-23,20220723,425.7236
100016,2022-07-24,20220724,425.7236
100016,2022-07-25,20220725,429.7419
100016,2022-07-26,20220726,424.047
100016,2022-07-27,20220727,428.3319
100016,2022-07-28,20220728,428.6948
100016,2022-07-29,20220729,433.0659
100016,2022-07-30,20220730,433.0659
100016,2022-07-31,20220731,433.0659
100016,2022-08-01,20220801,433.0211
100016,2022-08-02,20220802,423.7137
100016,2022-08-03,20220803,423.3646
100016,2022-08-04,20220804,427.5619
100016,2022-08-05,20220805,424.424
100016,2022-08-06,20220806,424.424
100016,2022-08-07,20220807,424.424
100016,2022-08-08,20220808,423.1925
100016,2022-08-09,20220809,422.7537
100016,2022-08-10,20220810,412.293
100016,2022-08-11,20220811,418.6311
100016,2022-08-12,20220812,415.5307
100016,2022-08-13,20220813,415.5307
100016,2022-08-14,20220814,415.5307
100016,2022-08-15,20220815,417.6036
100016,2022-08-16,20220816,417.4997
100016,2022-08-17,20220817,422.3739
100016,2022-08-18,20220818,424.1079
100016,2022-08-19,20220819,423.4485
100016,2022-08-20,20220820,423.4485
100016,2022-08-21,20220821,423.4485
100016,2022-08-22,20220822,420.3416
100016,2022-08-23,20220823,423.5281
100016,2022-08-24,20220824,416.803
100016,2022-08-25,20220825,419.4003
100016,2022-08-26,20220826,415.5691
100016,2022-08-27,20220827,415.5691
100016,2022-08-28,20220828,415.5691
100016,2022-08-29,20220829,420.401
100016,2022-08-30,20220830,421.2166
100016,2022-08-31,20220831,423.8348
100016,2022-09-01,20220901,424.3603
100016,2022-09-02,20220902,418.068
100016,2022-09-03,20220903,418.068
100016,2022-09-04,20220904,418.068
100016,2022-09-05,20220905,415.1206
100016,2022-09-06,20220906,417.805
100016,2022-09-07,20220907,418.6355
100016,2022-09-08,20220908,423.2368
100016,2022-09-09,20220909,424.9639
100016,2022-09-10,20220910,424.9639
100016,2022-09-11,20220911,424.9639
100016,2022-09-12,20220912,421.5737
100016,2022-09-13,20220913,418.8403
100016,2022-09-14,20220914,419.437
100016,2022-09-15,20220915,411.1759
100016,2022-09-16,20220916,417.5046
100016,2022-09-17,20220917,417.5046
100016,2022-09-18,20220918,417.5046
100016,2022-09-19,20220919,419.3505
100016,2022-09-20,20220920,424.1319
100016,2022-09-21,20220921,418.4765
100016,2022-09-22,20220922,423.3133
100016,2022-09-23,20220923,431.9494
100016,2022-09-24,20220924,431.9494
100016,2022-09-25,20220925,431.9494
100016,2022-09-26,20220926,427.1671
100016,2022-09-27,20220927,430.305
100016,2022-09-28,20220928,430.5313
100016,2022-09-29,20220929,424.9261
100016,2022-09-30,20220930,426.9974
100016,2022-10-01,20221001,426.9974
100016,2022-10-02,20221002,426.9974
100016,2022-10-03,20221003,430.3701
100016,2022-10-04,20221004,428.3154
100016,2022-10-05,20221005,432.9656
100016,2022-10-06,20221006,426.8679
100016,2022-10-07,20221007,421.495
100016,2022-10-08,20221008,421.495
100016,2022-10-09,20221009,421.495
100016,2022-10-10,20221010,422.2208
100016,2022-10-11,20221011,422.5333
100016,2022-10-12,20221012,420.0881
100016,2022-10-13,20221013,423.3166
100016,2022-10-14,20221014,425.5227
100016,2022-10-15,20221015,425.5227
100016,2022-10-16,20221016,425.5227
100016,2022-10-17,20221017,428.9765
100016,2022-10-18,20221018,428.7321
100016,2022-10-19,20221019,431.2389
100016,2022-10-20,20221020,429.769
100016,2022-10-21,20221021,437.8501
100016,2022-10-22,20221022,437.8501
100016,2022-10-23,20221023,437.8501
100016,2022-10-24,20221024,434.9481
100016,2022-10-25,20221025,443.3278
100016,2022-10-26,20221026,443.6931
100016,2022-10-27,20221027,438.5694
100016,2022-10-28,20221028,444.122
100016,2022-10-29,20221029,444.122
100016,2022-10-30,20221030,444.122
100016,2022-10-31,20221031,444.8448
100016,2022-11-01,20221101,448.4277
100016,2022-11-02,20221102,453.5279
100016,2022-11-03,20221103,455.1164
100016,2022-11-04,20221104,452.9791
100016,2022-11-05,20221105,452.9791
100016,2022-11-06,20221106,452.9791
100016,2022-11-07,20221107,457.1295
100016,2022-11-08,20221108,457.3685
100016,2022-11-09,20221109,460.3808
100016,2022-11-10,20221110,451.9519
100016,2022-11-11,20221111,453.9711
100016,2022-11-12,20221112,453.9711
100016,2022-11-13,20221113,453.9711
100016,2022-11-14,20221114,451.6546
100016,2022-11-15,20221115,458.5248
100016,2022-11-16,20221116,461.2893
100016,2022-11-17,20221117,462.5046
100016,2022-11-18,20221118,464.7322
100016,2022-11-19,20221119,464.7322
100016,2022-11-20,20221120,464.7322
100016,2022-11-21,20221121,460.8957
100016,2022-11-22,20221122,467.7825
100016,2022-11-23,20221123,476.316
100016,2022-11-24,20221124,478.216
100016,2022-11-25,20221125,485.221
100016,2022-11-26,20221126,485.221
100016,2022-11-27,20221127,485.221
100016,2022-11-28,20221128,483.0407
100016,2022-11-29,20221129,479.9044
100016,2022-11-30,20221130,480.3253
100016,2022-12-01,20221201,482.4201
100016,2022-12-02,20221202,480.9949
100016,2022-12-03,20221203,480.9949
100016,2022-12-04,20221204,480.9949
100016,2022-12-05,20221205,483.5309
100016,2022-12-06,20221206,485.0894
100016,2022-12-07,20221207,481.0854
100016,2022-12-08,20221208,483.5409
100016,2022-12-09,20221209,487.4889
100016,2022-12-10,20221210,487.4889
100016,2022-12-11,20221211,487.4889
100016,2022-12-12,20221212,488.4785
100016,2022-12-13,20221213,493.7241
100016,2022-12-14,20221214,488.7036
100016,2022-12-15,20221215,490.9778
100016,2022-12-16,20221216,486.1873
100016,2022-12-17,20221217,486.1873
100016,2022-12-18,20221218,486.1873
100016,2022-12-19,20221219,481.6822
100016,2022-12-20,20221220,479.2566
100016,2022-12-21,20221221,475.5366
100016,2022-12-22,20221222,473.4881
100016,2022-12-23,20221223,472.8386
100016,2022-12-24,20221224,472.8386
100016,2022-12-25,20221225,472.8386
100016,2022-12-26,20221226,476.5883
100016,2022-12-27,20221227,475.4855
100016,2022-12-28,20221228,469.1246
100016,2022-12-29,20221229,474.1097
100016,2022-12-30,20221230,470.8654
100016,2022-12-31,20221231,470.8654
100016,2023-01-01,20230101,470.8654
100016,2023-01-02,20230102,470.8644
100016,2023-01-03,20230103,472.9663
100016,2023-01-04,20230104,474.0441
100016,2023-01-05,20230105,478.8877
100016,2023-01-06,20230106,481.1631
100016,2023-01-07,20230107,481.1631
100016,2023-01-08,20230108,481.1631
100016,2023-01-09,20230109,477.7684
100016,2023-01-10,20230110,487.2879
100016,2023-01-11,20230111,488.3757
100016,2023-01-12,20230112,487.9931
100016,2023-01-13,20230113,492.4132
100016,2023-01-14,20230114,492.4132
100016,2023-01-15,20230115,492.4132
100016,2023-01-16,20230116,493.7523
100016,2023-01-17,20230117,495.7495
100016,2023-01-18,20230118,507.0277
100016,2023-01-19,20230119,506.06
100016,2023-01-20,20230120,504.9042
100016,2023-01-21,20230121,504.9042
100016,2023-01-22,20230122,504.9042
100016,2023-01-23,20230123,505.6844
100016,2023-01-24,20230124,510.7491
100016,2023-01-25,20230125,504.268
100016,2023-01-26,20230126,495.8578
100016,2023-01-27,20230127,493.5515
100016,2023-01-28,20230128,493.5515
100016,2023-01-29,20230129,493.5515
100016,2023-01-30,20230130,486.7415
100016,2023-01-31,20230131,485.1715
100016,2023-02-01,20230201,487.5779
100016,2023-02-02,20230202,484.0122
100016,2023-02-03,20230203,478.2065
100016,2023-02-04,20230204,478.2065
100016,2023-02-05,20230205,478.2065
100016,2023-02-06,20230206,478.7459
100016,2023-02-07,20230207,482.6505
100016,2023-02-08,20230208,475.7347
100016,2023-02-09,20230209,479.4358
100016,2023-02-10,20230210,483.1532
100016,2023-02-11,20230211,483.1532
100016,2023-02-12,20230212,483.1532
100016,2023-02-13,20230213,487.4872
100016,2023-02-14,20230214,493.0082
100016,2023-02-15,20230215,502.9354
100016,2023-02-16,20230216,501.6171
100016,2023-02-17,20230217,502.3612
100016,2023-02-18,20230218,502.3612
100016,2023-02-19,20230219,502.3612
100016,2023-02-20,20230220,500.7778
100016,2023-02-21,20230221,501.045
100016,2023-02-22,20230222,508.1265
100016,2023-02-23,20230223,502.3938
100016,2023-02-24,20230224,498.8505
100016,2023-02-25,20230225,498.8505
100016,2023-02-26,20230226,498.8505
100016,2023-02-27,20230227,505.2068
100016,2023-02-28,20230228,510.0352
100016,2023-03-01,20230301,508.6667
100016,2023-03-02,20230302,512.7785
100016,2023-03-03,20230303,514.5893
100016,2023-03-04,20230304,514.5893
100016,2023-03-05,20230305,514.5893
100016,2023-03-06,20230306,521.7123
100016,2023-03-07,20230307,522.3246
100016,2023-03-08,20230308,527.3425
100016,2023-03-09,20230309,540.0526
100016,2023-03-10,20230310,543.1889
100016,2023-03-11,20230311,543.1889
100016,2023-03-12,20230312,543.1889
100016,2023-03-13,20230313,543.7057
100016,2023-03-14,20230314,547.4632
100016,2023-03-15,20230315,545.984
100016,2023-03-16,20230316,557.892
100016,2023-03-17,20230317,559.067
100016,2023-03-18,20230318,559.067
100016,2023-03-19,20230319,559.067
100016,2023-03-20,20230320,558.0108
100016,2023-03-21,20230321,554.1991
100016,2023-03-22,20230322,559.8766
100016,2023-03-23,20230323,564.466
100016,2023-03-24,20230324,562.2856
100016,2023-03-25,20230325,562.2856
100016,2023-03-26,20230326,562.2856
100016,2023-03-27,20230327,565.443
100016,2023-03-28,20230328,558.258
100016,2023-03-29,20230329,559.4579
100016,2023-03-30,20230330,561.9861
100016,2023-03-31,20230331,570.8065
100016,2023-04-01,20230401,570.8065
100016,2023-04-02,20230402,570.8065
100016,2023-04-03,20230403,567.2319
100016,2023-04-04,20230404,561.1622
100016,2023-04-05,20230405,557.0355
100016,2023-04-06,20230406,550.7921
100016,2023-04-07,20230407,557.6109
100016,2023-04-08,20230408,557.6109
100016,2023-04-09,20230409,557.6109
100016,2023-04-10,20230410,565.5706
100016,2023-04-11,20230411,567.4627
100016,2023-04-12,20230412,573.9037
100016,2023-04-13,20230413,574.8786
100016,2023-04-14,20230414,574.693
100016,2023-04-15,20230415,574.693
100016,2023-04-16,20230416,574.693
100016,2023-04-17,20230417,573.3032
100016,2023-04-18,20230418,572.031
100016,2023-04-19,20230419,564.5669
100016,2023-04-20,20230420,566.1761
100016,2023-04-21,20230421,566.2668
100016,2023-04-22,20230422,566.2668
100016,2023-04-23,20230423,566.2668
100016,2023-04-24,20230424,570.2955
100016,2023-04-25,20230425,571.0606
100016,2023-04-26,20230426,570.536
100016,2023-04-27,20230427,566.4614
100016,2023-04-28,20230428,567.1145
100016,2023-04-29,20230429,567.1145
100016,2023-04-30,20230430,567.1145
100016,2023-05-01,20230501,571.1134
100016,2023-05-02,20230502,565.6753
100016,2023-05-03,20230503,566.404
100016,2023-05-04,20230504,567.8622
100016,2023-05-05,20230505,564.5686
100016,2023-05-06,20230506,564.5686
100016,2023-05-07,20230507,564.5686
100016,2023-05-08,20230508,561.939
100016,2023-05-09,20230509,563.3736
100016,2023-05-10,20230510,558.0581
100016,2023-05-11,20230511,560.0718
100016,2023-05-12,20230512,555.9534
100016,2023-05-13,20230513,555.9534
100016,2023-05-14,20230514,555.9534
100016,2023-05-15,20230515,561.4787
100016,2023-05-16,20230516,573.4711
100016,2023-05-17,20230517,569.4279
100016,2023-05-18,20230518,572.4122
100016,2023-05-19,20230519,569.0487
100016,2023-05-20,20230520,569.0487
100016,2023-05-21,20230521,569.0487
100016,2023-05-22,20230522,574.5931
100016,2023-05-23,20230523,568.5103
100016,2023-05-24,20230524,571.2196
100016,2023-05-25,20230525,567.1312
100016,2023-05-26,20230526,566.3889
100016,2023-05-27,20230527,566.3889
100016,2023-05-28,20230528,566.3889
100016,2023-05-29,20230529,561.5519
100016,2023-05-30,20230530,565.9312
100016,2023-05-31,20230531,562.059
100016,2023-06-01,20230601,565.0931
100016,2023-06-02,20230602,563.6716
100016,2023-06-03,20230603,563.6716
100016,2023-06-04,20230604,563.6716
100016,2023-06-05,20230605,563.3934
100016,2023-06-06,20230606,564.4191
100016,2023-06-07,20230607,560.929
100016,2023-06-08,20230608,562.2606
100016,2023-06-09,20230609,570.1945
100016,2023-06-10,20230610,570.1945
100016,2023-06-11,20230611,570.1945
100016,2023-06-12,20230612,566.5874
100016,2023-06-13,20230613,572.7685
100016,2023-06-14,20230614,580.6856
100016,2023-06-15,20230615,576.8184
100016,2023-06-16,20230616,569.7576
100016,2023-06-17,20230617,569.7576
100016,2023-06-18,20230618,569.7576
100016,2023-06-19,20230619,571.5717
100016,2023-06-20,20230620,569.1125
100016,2023-06-21,20230621,578.8674
100016,2023-06-22,20230622,579.3439
100016,2023-06-23,20230623,575.5565
100016,2023-06-24,20230624,575.5565
100016,2023-06-25,20230625,575.5565
100016,2023-06-26,20230626,570.057
100016,2023-06-27,20230627,575.8598
100016,2023-06-28,20230628,573.262
100016,2023-06-29,20230629,573.7795
100016,2023-06-30,20230630,578.9351
100016,2023-07-01,20230701,578.9351
100016,2023-07-02,20230702,578.9351
100016,2023-07-03,20230703,576.7654
100016,2023-07-04,20230704,576.8293
100016,2023-07-05,20230705,577.0426
100016,2023-07-06,20230706,580.8301
100016,2023-07-07,20230707,584.1654
100016,2023-07-08,20230708,584.1654
100016,2023-07-09,20230709,584.1654
100016,2023-07-10,20230710,583.3333
100016,2023-07-11,20230711,583.962
100016,2023-07-12,20230712,582.3508
100016,2023-07-13,20230713,575.1079
100016,2023-07-14,20230714,576.7133
100016,2023-07-15,20230715,576.7133
100016,2023-07-16,20230716,576.7133
100016,2023-07-17,20230717,586.7206
100016,2023-07-18,20230718,582.4661
100016,2023-07-19,20230719,578.8072
100016,2023-07-20,20230720,574.6758
100016,2023-07-21,20230721,578.6584
100016,2023-07-22,20230722,578.6584
100016,2023-07-23,20230723,578.6584
100016,2023-07-24,20230724,581.2514
100016,2023-07-25,20230725,580.7388
100016,2023-07-26,20230726,576.3533
100016,2023-07-27,20230727,577.1207
100016,2023-07-28,20230728,569.5056
100016,2023-07-29,20230729,569.5056
100016,2023-07-30,20230730,569.5056
100016,2023-07-31,20230731,570.5207
100016,2023-08-01,20230801,575.2193
100016,2023-08-02,20230802,569.2005
100016,2023-08-03,20230803,561.849
100016,2023-08-04,20230804,570.0239
100016,2023-08-05,20230805,570.0239
100016,2023-08-06,20230806,570.0239
100016,2023-08-07,20230807,567.2493
100016,2023-08-08,20230808,573.2563
100016,2023-08-09,20230809,572.7737
100016,2023-08-10,20230810,572.2513
100016,2023-08-11,20230811,574.7646
100016,2023-08-12,20230812,574.7646
100016,2023-08-13,20230813,574.7646
100016,2023-08-14,20230814,570.5953
100016,2023-08-15,20230815,571.5572
100016,2023-08-16,20230816,569.9315
100016,2023-08-17,20230817,563.6234
100016,2023-08-18,20230818,565.5951
100016,2023-08-19,20230819,565.5951
100016,2023-08-20,20230820,565.5951
100016,2023-08-21,20230821,564.5744
100016,2023-08-22,20230822,564.0841
100016,2023-08-23,20230823,558.3838
100016,2023-08-24,20230824,566.5681
100016,2023-08-25,20230825,571.2603
100016,2023-08-26,20230826,571.2603
100016,2023-08-27,20230827,571.2603
100016,2023-08-28,20230828,576.4358
100016,2023-08-29,20230829,575.1817
100016,2023-08-30,20230830,566.7691
100016,2023-08-31,20230831,576.9127
100016,2023-09-01,20230901,576.8994
100016,2023-09-02,20230902,576.8994
100016,2023-09-03,20230903,576.8994
100016,2023-09-04,20230904,573.398
100016,2023-09-05,20230905,575.8066
100016,2023-09-06,20230906,582.0642
100016,2023-09-07,20230907,582.2461
100016,2023-09-08,20230908,589.1525
100016,2023-09-09,20230909,589.1525
100016,2023-09-10,20230910,589.1525
100016,2023-09-11,20230911,595.1135
100016,2023-09-12,20230912,589.7951
100016,2023-09-13,20230913,586.6033
100016,2023-09-14,20230914,591.8832
100016,2023-09-15,20230915,578.1898
100016,2023-09-16,20230916,578.1898
100016,2023-09-17,20230917,578.1898
100016,2023-09-18,20230918,577.7262
100016,2023-09-19,20230919,570.7762
100016,2023-09-20,20230920,568.6757
100016,2023-09-21,20230921,567.4716
100016,2023-09-22,20230922,565.9735
100016,2023-09-23,20230923,565.9735
100016,2023-09-24,20230924,565.9735
100016,2023-09-25,20230925,563.5143
100016,2023-09-26,20230926,558.376
100016,2023-09-27,20230927,570.0712
100016,2023-09-28,20230928,579.8367
100016,2023-09-29,20230929,574.2208
100016,2023-09-30,20230930,574.2208
100016,2023-10-01,20231001,574.2208
100016,2023-10-02,20231002,582.5895
100016,2023-10-03,20231003,580.8402
100016,2023-10-04,20231004,581.8024
100016,2023-10-05,20231005,581.7779
100016,2023-10-06,20231006,578.7012
100016,2023-10-07,20231007,578.7012
100016,2023-10-08,20231008,578.7012
100016,2023-10-09,20231009,584.0455
100016,2023-10-10,20231010,584.996
100016,2023-10-11,20231011,582.8431
100016,2023-10-12,20231012,576.473
100016,2023-10-13,20231013,572.2429
100016,2023-10-14,20231014,572.2429
100016,2023-10-15,20231015,572.2429
100016,2023-10-16,20231016,564.3101
100016,2023-10-17,20231017,564.6621
100016,2023-10-18,20231018,559.0226
100016,2023-10-19,20231019,558.0026
100016,2023-10-20,20231020,565.0774
100016,2023-10-21,20231021,565.0774
100016,2023-10-22,20231022,565.0774
100016,2023-10-23,20231023,571.3805
100016,2023-10-24,20231024,571.5127
100016,2023-10-25,20231025,571.3686
100016,2023-10-26,20231026,581.22
100016,2023-10-27,20231027,584.1967
100016,2023-10-28,20231028,584.1967
100016,2023-10-29,20231029,584.1967
100016,2023-10-30,20231030,582.8108
100016,2023-10-31,20231031,575.8241
100016,2023-11-01,20231101,578.126
100016,2023-11-02,20231102,582.6704
100016,2023-11-03,20231103,579.7325
100016,2023-11-04,20231104,579.7325
100016,2023-11-05,20231105,579.7325
100016,2023-11-06,20231106,581.5232
100016,2023-11-07,20231107,579.9607
100016,2023-11-08,20231108,579.3189
100016,2023-11-09,20231109,567.0393
100016,2023-11-10,20231110,566.2233
100016,2023-11-11,20231111,566.2233
100016,2023-11-12,20231112,566.2233
100016,2023-11-13,20231113,571.3794
100016,2023-11-14,20231114,568.4997
100016,2023-11-15,20231115,569.0566
100016,2023-11-16,20231116,565.5671
100016,2023-11-17,20231117,567.6605
100016,2023-11-18,20231118,567.6605
100016,2023-11-19,20231119,567.6605
100016,2023-11-20,20231120,566.87
100016,2023-11-21,20231121,562.4839
100016,2023-11-22,20231122,569.4269
100016,2023-11-23,20231123,574.4072
100016,2023-11-24,20231124,571.6459
100016,2023-11-25,20231125,571.6459
100016,2023-11-26,20231126,571.6459
100016,2023-11-27,20231127,574.4572
100016,2023-11-28,20231128,577.4842
100016,2023-11-29,20231129,581.0643
100016,2023-11-30,20231130,572.7421
100016,2023-12-01,20231201,578.1473
100016,2023-12-02,20231202,578.1473
100016,2023-12-03,20231203,578.1473
100016,2023-12-04,20231204,575.5467
100016,2023-12-05,20231205,574.0293
100016,2023-12-06,20231206,587.8432
100016,2023-12-07,20231207,589.7144
100016,2023-12-08,20231208,588.0119
100016,2023-12-09,20231209,588.0119
100016,2023-12-10,20231210,588.0119
100016,2023-12-11,20231211,576.9838
100016,2023-12-12,20231212,584.4006
100016,2023-12-13,20231213,577.8064
100016,2023-12-14,20231214,573.0112
100016,2023-12-15,20231215,571.634
100016,2023-12-16,20231216,571.634
100016,2023-12-17,20231217,571.634
100016,2023-12-18,20231218,579.1181
100016,2023-12-19,20231219,583.3816
100016,2023-12-20,20231220,582.8708
100016,2023-12-21,20231221,584.7593
100016,2023-12-22,20231222,581.9713
100016,2023-12-23,20231223,581.9713
100016,2023-12-24,20231224,581.9713
100016,2023-12-25,20231225,582.9892
100016,2023-12-26,20231226,583.6674
100016,2023-12-27,20231227,588.9793
100016,2023-12-28,20231228,594.3311
100016,2023-12-29,20231229,597.2339
100016,2023-12-30,20231230,597.2339
100016,2023-12-31,20231231,597.2339
100016,2024-01-01,20240101,595.6357
100016,2024-01-02,20240102,599.8546
100016,2024-01-03,20240103,599.6775
100016,2024-01-04,20240104,594.2894
100016,2024-01-05,20240105,592.485
100016,2024-01-06,20240106,592.485
100016,2024-01-07,20240107,592.485
100016,2024-01-08,20240108,593.2328
100016,2024-01-09,20240109,598.3226
100016,2024-01-10,20240110,597.6632
100016,2024-01-11,20240111,591.6287
